# Image: fd1440-minix.img (1474560 bytes)
# RunResult: {"executed":107917,"reason":"halt-spin-exhausted"}
# Counts: {"instruction":107916,"int":314,"trap":311,"io":981,"memWrite":1072,"intService":1}

## Section 1: Final IDT state (read from memory after boot)
Vector | Offset | Segment | Linear
  [pre i=98836] INSTR 0330:9bbd (0cebd) bytes=03 47 10 89 46 fe AX=01a3 BX=4080 CX=0008 DX=0000 SI=0072 DI=0078 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f206
  [pre i=98837] INSTR 0330:9bc0 (0cec0) bytes=89 46 fe 8b 7f 12 AX=01a3 BX=4080 CX=0008 DX=0000 SI=0072 DI=0078 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f206
  [pre i=98838] INSTR 0330:9bc3 (0cec3) bytes=8b 7f 12 b0 0e 89 AX=01a3 BX=4080 CX=0008 DX=0000 SI=0072 DI=0078 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f206
  [pre i=98839] INSTR 0330:9bc6 (0cec6) bytes=b0 0e 89 fa ee 89 AX=01a3 BX=4080 CX=0008 DX=0000 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f206
  [pre i=98840] INSTR 0330:9bc8 (0cec8) bytes=89 fa ee 89 fb 43 AX=010e BX=4080 CX=0008 DX=0000 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f206
  [pre i=98841] INSTR 0330:9bca (0ceca) bytes=ee 89 fb 43 8b 46 AX=010e BX=4080 CX=0008 DX=0000 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f206
  [pre i=98842] IO   OUT.b port=0000 value=0e
  [pre i=98843] INSTR 0330:9bcb (0cecb) bytes=89 fb 43 8b 46 fe AX=010e BX=4080 CX=0008 DX=0000 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f206
  [pre i=98844] INSTR 0330:9bcd (0cecd) bytes=43 8b 46 fe b1 08 AX=010e BX=0000 CX=0008 DX=0000 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f206
  [pre i=98845] INSTR 0330:9bce (0cece) bytes=8b 46 fe b1 08 d3 AX=010e BX=0001 CX=0008 DX=0000 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f202
  [pre i=98846] INSTR 0330:9bd1 (0ced1) bytes=b1 08 d3 e8 89 da AX=01a3 BX=0001 CX=0008 DX=0000 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f202
  [pre i=98847] INSTR 0330:9bd3 (0ced3) bytes=d3 e8 89 da ee b0 AX=01a3 BX=0001 CX=0008 DX=0000 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f202
  [pre i=98848] INSTR 0330:9bd5 (0ced5) bytes=89 da ee b0 0f 89 AX=0001 BX=0001 CX=0008 DX=0000 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f203
  [pre i=98849] INSTR 0330:9bd7 (0ced7) bytes=ee b0 0f 89 fa ee AX=0001 BX=0001 CX=0008 DX=0001 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f203
  [pre i=98850] IO   OUT.b port=0001 value=01
  [pre i=98851] INSTR 0330:9bd8 (0ced8) bytes=b0 0f 89 fa ee 8a AX=0001 BX=0001 CX=0008 DX=0001 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f203
  [pre i=98852] INSTR 0330:9bda (0ceda) bytes=89 fa ee 8a 46 fe AX=000f BX=0001 CX=0008 DX=0001 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f203
  [pre i=98853] INSTR 0330:9bdc (0cedc) bytes=ee 8a 46 fe 89 da AX=000f BX=0001 CX=0008 DX=0000 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f203
  [pre i=98854] IO   OUT.b port=0000 value=0f
  [pre i=98855] INSTR 0330:9bdd (0cedd) bytes=8a 46 fe 89 da ee AX=000f BX=0001 CX=0008 DX=0000 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f203
  [pre i=98856] INSTR 0330:9be0 (0cee0) bytes=89 da ee 89 ec 5d AX=00a3 BX=0001 CX=0008 DX=0000 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f203
  [pre i=98857] INSTR 0330:9be2 (0cee2) bytes=ee 89 ec 5d 5f c3 AX=00a3 BX=0001 CX=0008 DX=0001 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f203
  [pre i=98858] IO   OUT.b port=0001 value=a3
  [pre i=98859] INSTR 0330:9be3 (0cee3) bytes=89 ec 5d 5f c3 57 AX=00a3 BX=0001 CX=0008 DX=0001 SI=0072 DI=0000 BP=4e3a SP=4e38 DS=19f2 ES=19f2 SS=19f2 F=f203
  [pre i=98860] INSTR 0330:9be5 (0cee5) bytes=5d 5f c3 57 55 89 AX=00a3 BX=0001 CX=0008 DX=0001 SI=0072 DI=0000 BP=4e3a SP=4e3a DS=19f2 ES=19f2 SS=19f2 F=f203
  [pre i=98861] INSTR 0330:9be6 (0cee6) bytes=5f c3 57 55 89 e5 AX=00a3 BX=0001 CX=0008 DX=0001 SI=0072 DI=0000 BP=4e44 SP=4e3c DS=19f2 ES=19f2 SS=19f2 F=f203
  [pre i=98862] INSTR 0330:9be7 (0cee7) bytes=c3 57 55 89 e5 1e AX=00a3 BX=0001 CX=0008 DX=0001 SI=0072 DI=0078 BP=4e44 SP=4e3e DS=19f2 ES=19f2 SS=19f2 F=f203
  [pre i=98863] INSTR 0330:26ea (059ea) bytes=83 c4 04 89 ec 5d AX=00a3 BX=0001 CX=0008 DX=0001 SI=0072 DI=0078 BP=4e44 SP=4e40 DS=19f2 ES=19f2 SS=19f2 F=f203
  [pre i=98864] INSTR 0330:26ed (059ed) bytes=89 ec 5d 5e c3 89 AX=00a3 BX=0001 CX=0008 DX=0001 SI=0072 DI=0078 BP=4e44 SP=4e44 DS=19f2 ES=19f2 SS=19f2 F=f206
  [pre i=98865] INSTR 0330:26ef (059ef) bytes=5d 5e c3 89 76 06 AX=00a3 BX=0001 CX=0008 DX=0001 SI=0072 DI=0078 BP=4e44 SP=4e44 DS=19f2 ES=19f2 SS=19f2 F=f206
  [pre i=98866] INSTR 0330:26f0 (059f0) bytes=5e c3 89 76 06 89 AX=00a3 BX=0001 CX=0008 DX=0001 SI=0072 DI=0078 BP=4e50 SP=4e46 DS=19f2 ES=19f2 SS=19f2 F=f206
  [pre i=98867] INSTR 0330:26f1 (059f1) bytes=c3 89 76 06 89 ec AX=00a3 BX=0001 CX=0008 DX=0001 SI=4e68 DI=0078 BP=4e50 SP=4e48 DS=19f2 ES=19f2 SS=19f2 F=f206
  [pre i=98868] INSTR 0330:2913 (05c13) bytes=83 c4 02 e9 58 01 AX=00a3 BX=0001 CX=0008 DX=0001 SI=4e68 DI=0078 BP=4e50 SP=4e4a DS=19f2 ES=19f2 SS=19f2 F=f206
  [pre i=98869] INSTR 0330:2916 (05c16) bytes=e9 58 01 c7 06 c2 AX=00a3 BX=0001 CX=0008 DX=0001 SI=4e68 DI=0078 BP=4e50 SP=4e4c DS=19f2 ES=19f2 SS=19f2 F=f202
  [pre i=98870] INSTR 0330:2a71 (05d71) bytes=8b 5e fe e9 6a fe AX=00a3 BX=0001 CX=0008 DX=0001 SI=4e68 DI=0078 BP=4e50 SP=4e4c DS=19f2 ES=19f2 SS=19f2 F=f202
  [pre i=98871] INSTR 0330:2a74 (05d74) bytes=e9 6a fe b9 10 00 AX=00a3 BX=1a39 CX=0008 DX=0001 SI=4e68 DI=0078 BP=4e50 SP=4e4c DS=19f2 ES=19f2 SS=19f2 F=f202
  [pre i=98872] INSTR 0330:28e1 (05be1) bytes=8a 07 98 85 c0 75 AX=00a3 BX=1a39 CX=0008 DX=0001 SI=4e68 DI=0078 BP=4e50 SP=4e4c DS=19f2 ES=19f2 SS=19f2 F=f202
  [pre i=98873] INSTR 0330:28e3 (05be3) bytes=98 85 c0 75 06 89 AX=0071 BX=1a39 CX=0008 DX=0001 SI=4e68 DI=0078 BP=4e50 SP=4e4c DS=19f2 ES=19f2 SS=19f2 F=f202
  >>> SVC  vec=maskable at=0330:28e4
  [post i=98875] INSTR 0330:7d2f (0b02f) bytes=1e 56 57 89 e6 36 AX=0071 BX=1a39 CX=0008 DX=0001 SI=4e68 DI=0078 BP=4e50 SP=4e42 DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98876] INSTR 0330:7d30 (0b030) bytes=56 57 89 e6 36 8e AX=0071 BX=1a39 CX=0008 DX=0001 SI=4e68 DI=0078 BP=4e50 SP=4e40 DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98877] INSTR 0330:7d31 (0b031) bytes=57 89 e6 36 8e 5c AX=0071 BX=1a39 CX=0008 DX=0001 SI=4e68 DI=0078 BP=4e50 SP=4e3e DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98878] INSTR 0330:7d32 (0b032) bytes=89 e6 36 8e 5c 08 AX=0071 BX=1a39 CX=0008 DX=0001 SI=4e68 DI=0078 BP=4e50 SP=4e3c DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98879] INSTR 0330:7d34 (0b034) bytes=36 8e 5c 08 83 3e AX=0071 BX=1a39 CX=0008 DX=0001 SI=4e3c DI=0078 BP=4e50 SP=4e3c DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98880] INSTR 0330:7d38 (0b038) bytes=83 3e 02 23 01 72 AX=0071 BX=1a39 CX=0008 DX=0001 SI=4e3c DI=0078 BP=4e50 SP=4e3c DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98881] INSTR 0330:7d3d (0b03d) bytes=72 0c 74 05 83 ee AX=0071 BX=1a39 CX=0008 DX=0001 SI=4e3c DI=0078 BP=4e50 SP=4e3c DS=19f2 ES=19f2 SS=19f2 F=f046
  [post i=98882] INSTR 0330:7d3f (0b03f) bytes=74 05 83 ee 08 eb AX=0071 BX=1a39 CX=0008 DX=0001 SI=4e3c DI=0078 BP=4e50 SP=4e3c DS=19f2 ES=19f2 SS=19f2 F=f046
  [post i=98883] INSTR 0330:7d46 (0b046) bytes=be 1e 40 eb 08 8b AX=0071 BX=1a39 CX=0008 DX=0001 SI=4e3c DI=0078 BP=4e50 SP=4e3c DS=19f2 ES=19f2 SS=19f2 F=f046
  [post i=98884] INSTR 0330:7d49 (0b049) bytes=eb 08 8b 36 c4 37 AX=0071 BX=1a39 CX=0008 DX=0001 SI=401e DI=0078 BP=4e50 SP=4e3c DS=19f2 ES=19f2 SS=19f2 F=f046
  [post i=98885] INSTR 0330:7d53 (0b053) bytes=ff 06 02 23 8f 04 AX=0071 BX=1a39 CX=0008 DX=0001 SI=401e DI=0078 BP=4e50 SP=4e3c DS=19f2 ES=19f2 SS=19f2 F=f046
  [post i=98886] INSTR 0330:7d57 (0b057) bytes=8f 04 8f 44 02 8f AX=0071 BX=1a39 CX=0008 DX=0001 SI=401e DI=0078 BP=4e50 SP=4e3c DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98887] INSTR 0330:7d59 (0b059) bytes=8f 44 02 8f 44 08 AX=0071 BX=1a39 CX=0008 DX=0001 SI=401e DI=0078 BP=4e50 SP=4e3e DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98888] INSTR 0330:7d5c (0b05c) bytes=8f 44 08 5f 1f 55 AX=0071 BX=1a39 CX=0008 DX=0001 SI=401e DI=0078 BP=4e50 SP=4e40 DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98889] INSTR 0330:7d5f (0b05f) bytes=5f 1f 55 89 64 0a AX=0071 BX=1a39 CX=0008 DX=0001 SI=401e DI=0078 BP=4e50 SP=4e42 DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98890] INSTR 0330:7d60 (0b060) bytes=1f 55 89 64 0a 8c AX=0071 BX=1a39 CX=0008 DX=0001 SI=401e DI=3e1f BP=4e50 SP=4e44 DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98891] INSTR 0330:7d61 (0b061) bytes=55 89 64 0a 8c 54 AX=0071 BX=1a39 CX=0008 DX=0001 SI=401e DI=3e1f BP=4e50 SP=4e46 DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98892] INSTR 0330:7d62 (0b062) bytes=89 64 0a 8c 54 0c AX=0071 BX=1a39 CX=0008 DX=0001 SI=401e DI=3e1f BP=4e50 SP=4e44 DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98893] INSTR 0330:7d65 (0b065) bytes=8c 54 0c 8c 44 06 AX=0071 BX=1a39 CX=0008 DX=0001 SI=401e DI=3e1f BP=4e50 SP=4e44 DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98894] INSTR 0330:7d68 (0b068) bytes=8c 44 06 89 44 04 AX=0071 BX=1a39 CX=0008 DX=0001 SI=401e DI=3e1f BP=4e50 SP=4e44 DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98895] INSTR 0330:7d6b (0b06b) bytes=89 44 04 89 f4 8c AX=0071 BX=1a39 CX=0008 DX=0001 SI=401e DI=3e1f BP=4e50 SP=4e44 DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98896] INSTR 0330:7d6e (0b06e) bytes=89 f4 8c de 8e d6 AX=0071 BX=1a39 CX=0008 DX=0001 SI=401e DI=3e1f BP=4e50 SP=4e44 DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98897] INSTR 0330:7d70 (0b070) bytes=8c de 8e d6 8e c6 AX=0071 BX=1a39 CX=0008 DX=0001 SI=401e DI=3e1f BP=4e50 SP=401e DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98898] INSTR 0330:7d72 (0b072) bytes=8e d6 8e c6 52 51 AX=0071 BX=1a39 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=401e DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98899] INSTR 0330:7d74 (0b074) bytes=8e c6 52 51 53 50 AX=0071 BX=1a39 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=401e DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98900] INSTR 0330:7d76 (0b076) bytes=52 51 53 50 8a 05 AX=0071 BX=1a39 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=401e DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98901] INSTR 0330:7d77 (0b077) bytes=51 53 50 8a 05 3c AX=0071 BX=1a39 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=401c DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98902] INSTR 0330:7d78 (0b078) bytes=53 50 8a 05 3c 10 AX=0071 BX=1a39 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=401a DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98903] INSTR 0330:7d79 (0b079) bytes=50 8a 05 3c 10 75 AX=0071 BX=1a39 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=4018 DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98904] INSTR 0330:7d7a (0b07a) bytes=8a 05 3c 10 75 0f AX=0071 BX=1a39 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=4016 DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98905] INSTR 0330:7d7c (0b07c) bytes=3c 10 75 0f fb e8 AX=0011 BX=1a39 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=4016 DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98906] INSTR 0330:7d7e (0b07e) bytes=75 0f fb e8 72 05 AX=0011 BX=1a39 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=4016 DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98907] INSTR 0330:7d8f (0b08f) bytes=fb 89 e3 98 50 53 AX=0011 BX=1a39 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=4016 DS=19f2 ES=19f2 SS=19f2 F=f002
  [post i=98908] INSTR 0330:7d90 (0b090) bytes=89 e3 98 50 53 50 AX=0011 BX=1a39 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=4016 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98909] INSTR 0330:7d92 (0b092) bytes=98 50 53 50 e8 b0 AX=0011 BX=4016 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=4016 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98910] INSTR 0330:7d93 (0b093) bytes=50 53 50 e8 b0 fe AX=0011 BX=4016 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=4016 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98911] INSTR 0330:7d94 (0b094) bytes=53 50 e8 b0 fe 58 AX=0011 BX=4016 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=4014 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98912] INSTR 0330:7d95 (0b095) bytes=50 e8 b0 fe 58 5b AX=0011 BX=4016 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=4012 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98913] INSTR 0330:7d96 (0b096) bytes=e8 b0 fe 58 5b 58 AX=0011 BX=4016 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=4010 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98914] INSTR 0330:7c49 (0af49) bytes=55 89 e5 8b 46 04 AX=0011 BX=4016 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=400e DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98915] INSTR 0330:7c4a (0af4a) bytes=89 e5 8b 46 04 8b AX=0011 BX=4016 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=4e50 SP=400c DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98916] INSTR 0330:7c4c (0af4c) bytes=8b 46 04 8b 4e 06 AX=0011 BX=4016 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=400c SP=400c DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98917] INSTR 0330:7c4f (0af4f) bytes=8b 4e 06 89 c3 d1 AX=0011 BX=4016 CX=0008 DX=0001 SI=19f2 DI=3e1f BP=400c SP=400c DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98918] INSTR 0330:7c52 (0af52) bytes=89 c3 d1 e3 8b 97 AX=0011 BX=4016 CX=4016 DX=0001 SI=19f2 DI=3e1f BP=400c SP=400c DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98919] INSTR 0330:7c54 (0af54) bytes=d1 e3 8b 97 8c 3d AX=0011 BX=0011 CX=4016 DX=0001 SI=19f2 DI=3e1f BP=400c SP=400c DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98920] INSTR 0330:7c56 (0af56) bytes=8b 97 8c 3d 85 d2 AX=0011 BX=0022 CX=4016 DX=0001 SI=19f2 DI=3e1f BP=400c SP=400c DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98921] INSTR 0330:7c5a (0af5a) bytes=85 d2 75 0e 89 46 AX=0011 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=400c SP=400c DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98922] INSTR 0330:7c5c (0af5c) bytes=75 0e 89 46 06 c7 AX=0011 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=400c SP=400c DS=19f2 ES=19f2 SS=19f2 F=f286
  [post i=98923] INSTR 0330:7c6c (0af6c) bytes=51 50 ff d2 89 ec AX=0011 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=400c SP=400c DS=19f2 ES=19f2 SS=19f2 F=f286
  [post i=98924] INSTR 0330:7c6d (0af6d) bytes=50 ff d2 89 ec 5d AX=0011 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=400c SP=400a DS=19f2 ES=19f2 SS=19f2 F=f286
  [post i=98925] INSTR 0330:7c6e (0af6e) bytes=ff d2 89 ec 5d c3 AX=0011 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=400c SP=4008 DS=19f2 ES=19f2 SS=19f2 F=f286
  [post i=98926] INSTR 0330:82bd (0b5bd) bytes=55 89 e5 83 3e 02 AX=0011 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=400c SP=4006 DS=19f2 ES=19f2 SS=19f2 F=f286
  [post i=98927] INSTR 0330:82be (0b5be) bytes=89 e5 83 3e 02 23 AX=0011 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=400c SP=4004 DS=19f2 ES=19f2 SS=19f2 F=f286
  [post i=98928] INSTR 0330:82c0 (0b5c0) bytes=83 3e 02 23 01 b8 AX=0011 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=4004 SP=4004 DS=19f2 ES=19f2 SS=19f2 F=f286
  [post i=98929] INSTR 0330:82c5 (0b5c5) bytes=b8 99 0c 7e 04 50 AX=0011 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=4004 SP=4004 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98930] INSTR 0330:82c8 (0b5c8) bytes=7e 04 50 e8 99 a8 AX=0c99 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=4004 SP=4004 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98931] INSTR 0330:82ca (0b5ca) bytes=50 e8 99 a8 50 e8 AX=0c99 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=4004 SP=4004 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98932] INSTR 0330:82cb (0b5cb) bytes=e8 99 a8 50 e8 6f AX=0c99 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=4004 SP=4002 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98933] INSTR 0330:2b67 (05e67) bytes=55 89 e5 1e b8 66 AX=0c99 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=4004 SP=4000 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98934] INSTR 0330:2b68 (05e68) bytes=89 e5 1e b8 66 05 AX=0c99 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=4004 SP=3ffe DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98935] INSTR 0330:2b6a (05e6a) bytes=1e b8 66 05 50 e8 AX=0c99 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=3ffe SP=3ffe DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98936] INSTR 0330:2b6b (05e6b) bytes=b8 66 05 50 e8 45 AX=0c99 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=3ffe SP=3ffc DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98937] INSTR 0330:2b6e (05e6e) bytes=50 e8 45 fd 8d 46 AX=0566 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=3ffe SP=3ffc DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98938] INSTR 0330:2b6f (05e6f) bytes=e8 45 fd 8d 46 06 AX=0566 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=3ffe SP=3ffa DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98939] INSTR 0330:28b7 (05bb7) bytes=56 55 89 e5 8b 76 AX=0566 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=3ffe SP=3ff8 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98940] INSTR 0330:28b8 (05bb8) bytes=55 89 e5 8b 76 06 AX=0566 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=3ffe SP=3ff6 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98941] INSTR 0330:28b9 (05bb9) bytes=89 e5 8b 76 06 8a AX=0566 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=3ffe SP=3ff4 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98942] INSTR 0330:28bb (05bbb) bytes=8b 76 06 8a 04 84 AX=0566 BX=0022 CX=4016 DX=82bd SI=19f2 DI=3e1f BP=3ff4 SP=3ff4 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98943] INSTR 0330:28be (05bbe) bytes=8a 04 84 c0 75 05 AX=0566 BX=0022 CX=4016 DX=82bd SI=0566 DI=3e1f BP=3ff4 SP=3ff4 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98944] INSTR 0330:28c0 (05bc0) bytes=84 c0 75 05 89 ec AX=050a BX=0022 CX=4016 DX=82bd SI=0566 DI=3e1f BP=3ff4 SP=3ff4 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98945] INSTR 0330:28c2 (05bc2) bytes=75 05 89 ec 5d 5e AX=050a BX=0022 CX=4016 DX=82bd SI=0566 DI=3e1f BP=3ff4 SP=3ff4 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98946] INSTR 0330:28c9 (05bc9) bytes=46 98 50 e8 f7 fd AX=050a BX=0022 CX=4016 DX=82bd SI=0566 DI=3e1f BP=3ff4 SP=3ff4 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98947] INSTR 0330:28ca (05bca) bytes=98 50 e8 f7 fd 83 AX=050a BX=0022 CX=4016 DX=82bd SI=0567 DI=3e1f BP=3ff4 SP=3ff4 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98948] INSTR 0330:28cb (05bcb) bytes=50 e8 f7 fd 83 c4 AX=000a BX=0022 CX=4016 DX=82bd SI=0567 DI=3e1f BP=3ff4 SP=3ff4 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98949] INSTR 0330:28cc (05bcc) bytes=e8 f7 fd 83 c4 02 AX=000a BX=0022 CX=4016 DX=82bd SI=0567 DI=3e1f BP=3ff4 SP=3ff2 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98950] INSTR 0330:26c6 (059c6) bytes=56 55 89 e5 8b 76 AX=000a BX=0022 CX=4016 DX=82bd SI=0567 DI=3e1f BP=3ff4 SP=3ff0 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98951] INSTR 0330:26c7 (059c7) bytes=55 89 e5 8b 76 06 AX=000a BX=0022 CX=4016 DX=82bd SI=0567 DI=3e1f BP=3ff4 SP=3fee DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98952] INSTR 0330:26c8 (059c8) bytes=89 e5 8b 76 06 83 AX=000a BX=0022 CX=4016 DX=82bd SI=0567 DI=3e1f BP=3ff4 SP=3fec DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98953] INSTR 0330:26ca (059ca) bytes=8b 76 06 83 fe 0a AX=000a BX=0022 CX=4016 DX=82bd SI=0567 DI=3e1f BP=3fec SP=3fec DS=19f2 ES=19f2 SS=19f2 F=f202
